primary_song_id,primary_song
1828,"""If You're Reading This"""
1829,"""Break Your Heart"""
1830,"""Sex Bomb"""
1831,"""Tush"""
1832,"""Bla Bla Bla Cha Cha Cha"""
1833,"""Need the Sun to Break"""
1834,"""Crazy for You"""
1835,"""Every Little Thing"""
1836,"""One Shot"""
1837,"""Burning Man"""
1838,"""Born to Love You"""
1839,"""Holly Rock"""
1840,"""Let's Be Bad"""
1841,"""Supermarket Flowers"""
1842,"""The Ballad of Gilligan's Isle"""
1843,"""A Beautiful Mine"""
1844,"""Breaking Bad Theme"""
1845,"""I'll Be There"""
1846,"""Fantasy"""
1847,"""You Raise Me Up"""
1848,"""Jai Ho"""
1849,"""O-o-h Child"""
1850,"""Theme from Mission: Impossible"""
1851,"""Magic"""
1852,"""Love Machine"""
1853,"""Echa pa'lante"""
1854,"""Mas que Nada"""
1855,"""Hotel California"""
1856,"""California Love"""
1857,"""Tennessee Whiskey"""
1858,"""Ladies in the ’90s"""
1859,"""O Fortuna"""
1860,"""Universal Mind Control"""
1861,"""Quizás, Quizás, Quizás"""
1862,"""The Night We Met"""
1863,"""Bad Things"""
1864,"""Movin' on Up"""
1865,"""My Prerogative"""
1866,"""Over the Rainbow"""
1867,"""Stay Gold"""
1868,"""The Black Pearl"""
1869,"""Flash's Theme"""
1870,"""Dreaming"""
1871,"""(If You're Wondering If I Want You To) I Want You To"""
1872,"""One Fine Day"""
1873,"""Dancing with a Stranger"""
1874,"""La cumparsita"""
1875,"""I Don't Want to Wait"""
1876,"""Thunder"""
1877,"""Game of Survival"""
1878,"""Teenage Mutant Ninja Turtles Theme"""
1879,"""Mama Said"""
1880,"""Con te partirò"""
1881,"""Waltz of the Flowers"""
1882,"""March of the Toreadors"""
1883,"""Beautiful Day"""
1884,"""I Say a Little Prayer"""
1885,"""The Murder"""
1886,"""Gonna Fly Now"""
1887,"""Never Forget You"""
1888,"""Lose You to Love Me"""
1889,"""Gimme Some Lovin'"""
1890,"""Water"""
1891,"""Yes"""
1892,"""Santa Maria (Del Buen Ayre)"""
1893,"""Roundtable Rival"""
1894,"""Remains of the Day"""
1895,"""That'll Be the Day"""
1896,"""King"""
1897,"""Stitches"""
1898,"""Romeo and Juliet"""
1899,"""Explosive / Adagio for Strings"""
1900,"""Edelweiss"""
1901,"""Bad Day"""
1902,"""Let It Be Me"""
1903,"""Get Down Tonight"""
1904,"""Country Girl (Shake It for Me)"""
1905,"""Move Your Feet"""
1906,"""Check it Out"""
1907,"""Tu Sonrisa"""
1908,"""Stand Up for Something"""
1909,"""Before You Go (Piano version)"""
1910,"""Telephone"""
1911,"""Dark Fantasy"""
1912,"""Bad Boy Good Man"""
1913,"""Wake Me Up"""
1914,"""Everybody (Backstreet's Back)"""
1915,"""I Dovregubbens Hall"""
1916,"""The Flower Duet"""
1917,"""Victorious"""
1918,"""Wake Me Up Before You Go Go"""
1919,"""Just the Way You Are"""
1920,"""Put It in a Love Song"""
1921,"""Falling In Love At a Coffee Shop"""
1922,"""Boom Boom Pow"""
1923,"""In the Mood"""
1924,"""Day-O (The Banana Boat Song)"""
1925,"""Girl on Fire""—Alicia Keys / ""Hollaback Girl"""
1926,"""Lonely"""
1927,"""Rewrite the Stars"""
1928,"""Pray for Me"""
1929,"""Live Your Life - Nick Cordero"""
1930,"""Freedom"""
1931,"""Feeling Alive"""
1932,"""Believer"""
1933,"""Slow Hands"""
1934,"""Both Sides Now (Torch Songs)"""
1935,"""Good to Be Alive (Hallelujah)"""
1936,"""End of Time"""
1937,"""America the Beautiful"""
1938,"""God Bless The USA"""
1939,"""Something's Got a Hold on Me"""
1940,"""Stone Cold"""
1941,"""Hello"""
1942,"""Easy Lover"""
1943,"""Pure Imagination"""
1944,"""Dr. Bones"""
1945,"""Howlin' for You"""
1946,"""Little Shop of Horrors"""
1947,"""X"""
1948,"""Head Above Water"""
1949,"""A Sky Full of Stars"""
1950,"""Don't Let Me Down"""
1951,"""Down"""
1952,"""Like I'm Gonna Lose You"""
1953,"""Shake"""
1954,"""Hold My Hand"""
1955,"""The Yankee Doodle Boy"""
1956,"""Baby One More Time"""
1957,"""Walk Like a Man"""
1958,"""You Don't Own Me"""
1959,"""Jump, Jive an' Wail"""
1960,"""If the World Was Ending"""
1961,"""It's Oh So Quiet"""
1962,"""Ain't No Sunshine"" (Lido remix)"
1963,"""Born This Way"""
1964,"""Lose Control"""
1965,"""Gangsta's Paradise"""
1966,"""Desperado"""
1967,"""Good Place"""
1968,"""Chuck Berry"""
1969,"""Pompeii"""
1970,"""Don't Look Down"""
1971,"""Always Look on the Bright Side of Life"""
1972,"""Cowboy Take Me Away"""
1973,"""Castle on the Hill"""
1974,"""End of the Road"""
1975,"""One Time"""
1976,"""Hall of Fame"""
1977,"""Seasons of Love"""
1978,"""Abracadabra"""
1979,"""I'll Be There for You"""
1980,"""December, 1963 (Oh, What a Night)"""
1981,"""Savage""—Megan Thee Stallion / ""Hypnotize"""
1982,"""Faith"""
1983,"""Skyscraper"""
1984,"""Yes I Can"""
1985,"""To Build a Home"""
1986,"""Vogue"""
1987,"""Pony"""
1988,"""Ghosts 'N Stuff"""
1989,"""Explosive"""
1990,"""Shame on Me"""
1991,"""Unsteady"""
1992,"""The Brady Bunch Theme"""
1993,"""Unwritten"""
1994,"""Charlie's Angels Theme"""
1995,"""Memory"""
1996,"""A Brand New Day"""
1997,"""She Used to Be Mine"""
1998,"""Singin' In The Rain"""
1999,"""Let's Get Loud""—Jennifer Lopez / ""Bamboleo"""
2000,"""Let's Hurt Tonight"""
2001,"""Brother"""
2002,"""Head High"""
2003,"""Pencil Full Of Lead"""
2004,"""Tango Misterioso"""
2005,"""My Love"""
2006,"""Shot Me Down"""
2007,"""Fire Under My Feet"""
2008,"""Werewolves of London"""
2009,"""Hill Street Blues"""
2010,"""(Theme From) The Monkees"""
2011,"""Check It Out"""
2012,"""Hora Zero"""
2013,"""People Are Strange"""
2014,"""The Beautiful People"""
2015,"""This Will Be"""
2016,"""Orange Colored Sky"""
2017,"""S.O.B."""
2018,"""The Sound of Silence"""
2019,"""Fireball"""
2020,"""If I Had You"""
2021,"""You Really Got Me"""
2022,"""According to You"""
2023,"""Santa María (del Buen Ayre)"""
2024,"""Dark Times"""
2025,"""Living"""
2026,"""The Ding-Dong Daddy of the D-Car Line"""
2027,"""I Won't Dance"""
2028,"""Cry Little Sister"""
2029,"""Haunted"""
2030,"""Maybe I, Maybe You"""
2031,"""Stuck in the Middle With You"""
2032,"""Just Like Fire"""
2033,"""Scars to Your Beautiful"""
2034,"""Go Mama"""
2035,"""Kill of the Night"""
2036,"""Puttin' on the Ritz 2017 (Jazzy Radio Mix)"""
2037,"""Valió la Pena"""
2038,"""The Naughty Lady of Shady Lane"""
2039,"""Hollow"""
2040,"""Barflies at the Beach"""
2041,"""Palladio"""
2042,"""One and Only"""
2043,"""White Room"""
2044,"""What the World Needs Now"""
2045,"""Can't Be Tamed"""
2046,"""I Am Your Man"""
2047,"""Hot2Touch"""
2048,"""Without You"""
2049,"""Eyes on Fire"""
2050,"""Spanish Paso"""
2051,"""I Want You Back""—The Jackson 5 / ""Please Mr. Postman"""
2052,"""Wicked Ones"""
2053,"""Kill the Lights"""
2054,"""Jump in the Line"""
2055,"""Allerdings Otros Aires"""
2056,"""Beethoven's 5 Secrets"""
2057,"""Over and Over Again"""
2058,"""Back It Up"""
2059,"""Breathe (2 AM)"""
2060,"""We Are the Ones"""
2061,"""Make It Rain"""
2062,"""What Do You Mean?"""
2063,"""Roses and Violets"""
2064,"""It Is You (I Have Loved)"""
2065,"""Minnie the Moocher"""
2066,"""Good Golly Miss Molly"""
2067,"""Waiting for a Girl Like You"""
2068,"""A Cool Cat in Town"""
2069,"""Latinos"""
2070,"""Hella Good"""
2071,"""You're Never Fully Dressed Without a Smile"""
2072,"""Puttin' On The Ritz"""
2073,"""Dancing Machine"" / ""I Want You Back"""
2074,"""Teenage Dream"""
2075,"""Firework"""
2076,"""Resolve"""
2077,"""Ex's & Oh's"""
2078,"""Drag Me Down"""
2079,"""Mercy"""
2080,"""Way Over Yonder"""
2081,"""Booty Swing"""
2082,"""Scars"""
2083,"""No Doubt About It"""
2084,"""Mary Goes to Jesus"""
2085,"""She's Got Me Dancing"""
2086,"""Jai Ho! (You Are My Destiny)"""
2087,"""The Hills"""
2088,"""Tootsee Roll"""
2089,"""WTF (Where They From)"""
2090,"""The Pieces Don't Fit Anymore"""
2091,"""Marchin On"""
2092,"""Do You Love Me?"""
2093,"""Footprints in the Sand"""
2094,"""Turn Up the Music"""
2095,"""All the Way"""
