,dance_id,season,week,couple,dance,music,judge,judge_score,total_score,result,score_type,film,broadway_show,classical_music,television_show,team_captain,guest_judge,original_couple,dance_chosen_by,disney_film,tv_show,genre,elvis_music,cirque_du_soleil_show,trio_partner,james_bond_film,dance_&_theme,film_series,music_by_britney_spears,era,musical,music_from_grease,michael_buble_music,horror_film_show,music_by_queen,mentor,villain,music_by_janet_jackson,trio_dance_partner,icon,film_theme,dynamic_duo,professionals,cher_music,icons,stevie_wonder_music,motown_music,couple_list,couple_count,judge_score_count,judge_count
2033,2033,23,Week 11: Finals,James & Sharna,Viennese waltz---& Foxtrot,"""Over and Over Again""—Nathan Sykes feat. Ariana Grande",Carrie Ann Inaba,10,40,Runners-up,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Sharna'],1,4,4
2033,2033,23,Week 11: Finals,James & Sharna,Viennese waltz---& Foxtrot,"""Over and Over Again""—Nathan Sykes feat. Ariana Grande",Len Goodman, 10,40,Runners-up,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Sharna'],1,4,4
2033,2033,23,Week 11: Finals,James & Sharna,Viennese waltz---& Foxtrot,"""Over and Over Again""—Nathan Sykes feat. Ariana Grande",Julianne Hough, 10,40,Runners-up,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Sharna'],1,4,4
2033,2033,23,Week 11: Finals,James & Sharna,Viennese waltz---& Foxtrot,"""Over and Over Again""—Nathan Sykes feat. Ariana Grande",Bruno Tonioli, 10,40,Runners-up,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Sharna'],1,4,4
2034,2034,30,Week 6: Horror Night,Olivia & Val,Paso doble,"""Beggin'""—Måneskin",Carrie Ann Inaba,9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,The Purge,,,,,,,,,,,,,,['Olivia & Val'],1,4,4
2034,2034,30,Week 6: Horror Night,Olivia & Val,Paso doble,"""Beggin'""—Måneskin",Len Goodman, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,The Purge,,,,,,,,,,,,,,['Olivia & Val'],1,4,4
2034,2034,30,Week 6: Horror Night,Olivia & Val,Paso doble,"""Beggin'""—Måneskin",Derek Hough, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,The Purge,,,,,,,,,,,,,,['Olivia & Val'],1,4,4
2034,2034,30,Week 6: Horror Night,Olivia & Val,Paso doble,"""Beggin'""—Måneskin",Bruno Tonioli, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,The Purge,,,,,,,,,,,,,,['Olivia & Val'],1,4,4
2035,2035,29,Week 5: '80s Night,Monica & Val,Tango,"""Tainted Love""—Soft Cell",Carrie Ann Inaba,9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Val'],1,3,3
2035,2035,29,Week 5: '80s Night,Monica & Val,Tango,"""Tainted Love""—Soft Cell",Derek Hough, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Val'],1,3,3
2035,2035,29,Week 5: '80s Night,Monica & Val,Tango,"""Tainted Love""—Soft Cell",Bruno Tonioli, 8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Val'],1,3,3
2036,2036,29,Week 5: '80s Night,AJ & Cheryl,Waltz,"""Open Arms""—Journey",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['AJ & Cheryl'],1,3,3
2036,2036,29,Week 5: '80s Night,AJ & Cheryl,Waltz,"""Open Arms""—Journey",Derek Hough, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['AJ & Cheryl'],1,3,3
2036,2036,29,Week 5: '80s Night,AJ & Cheryl,Waltz,"""Open Arms""—Journey",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['AJ & Cheryl'],1,3,3
2037,2037,29,Week 5: '80s Night,Skai & Alan,Jazz,"""The Power of Love""—Huey Lewis and the News",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Skai & Alan'],1,3,3
2037,2037,29,Week 5: '80s Night,Skai & Alan,Jazz,"""The Power of Love""—Huey Lewis and the News",Derek Hough, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Skai & Alan'],1,3,3
2037,2037,29,Week 5: '80s Night,Skai & Alan,Jazz,"""The Power of Love""—Huey Lewis and the News",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Skai & Alan'],1,3,3
2038,2038,28,Week 3: Movie Night,Lauren & Gleb,Tango,"""Oh, Pretty Woman""—Roy Orbison",Carrie Ann Inaba,6,20,Safe,single_score,Pretty Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2038,2038,28,Week 3: Movie Night,Lauren & Gleb,Tango,"""Oh, Pretty Woman""—Roy Orbison",Len Goodman, 7,20,Safe,single_score,Pretty Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2038,2038,28,Week 3: Movie Night,Lauren & Gleb,Tango,"""Oh, Pretty Woman""—Roy Orbison",Bruno Tonioli, 7,20,Safe,single_score,Pretty Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2039,2039,21,Week 1: Premiere Night,Bindi & Derek,Jive,"""Crocodile Rock""—Elton John",Carrie Ann Inaba,8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2039,2039,21,Week 1: Premiere Night,Bindi & Derek,Jive,"""Crocodile Rock""—Elton John",Julianne Hough, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2039,2039,21,Week 1: Premiere Night,Bindi & Derek,Jive,"""Crocodile Rock""—Elton John",Bruno Tonioli, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2040,2040,21,Week 1: Premiere Night,Gary & Anna,Cha-cha-cha,"""Dancing in the Street""—David Bowie & Mick Jagger",Carrie Ann Inaba,5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gary & Anna'],1,3,3
2040,2040,21,Week 1: Premiere Night,Gary & Anna,Cha-cha-cha,"""Dancing in the Street""—David Bowie & Mick Jagger",Julianne Hough, 5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gary & Anna'],1,3,3
2040,2040,21,Week 1: Premiere Night,Gary & Anna,Cha-cha-cha,"""Dancing in the Street""—David Bowie & Mick Jagger",Bruno Tonioli, 5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gary & Anna'],1,3,3
2041,2041,22,Week 2: Latin Night,Marla & Tony,Argentine tango,"""Don't""—Ed Sheeran",Carrie Ann Inaba,7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marla & Tony'],1,3,3
2041,2041,22,Week 2: Latin Night,Marla & Tony,Argentine tango,"""Don't""—Ed Sheeran",Len Goodman, 6,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marla & Tony'],1,3,3
2041,2041,22,Week 2: Latin Night,Marla & Tony,Argentine tango,"""Don't""—Ed Sheeran",Bruno Tonioli, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marla & Tony'],1,3,3
2042,2042,22,Week 2: Latin Night,Geraldo & Edyta,Salsa,"""Ran Kan Kan""—Tito Puente",Carrie Ann Inaba,5,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Geraldo & Edyta'],1,3,3
2042,2042,22,Week 2: Latin Night,Geraldo & Edyta,Salsa,"""Ran Kan Kan""—Tito Puente",Len Goodman, 4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Geraldo & Edyta'],1,3,3
2042,2042,22,Week 2: Latin Night,Geraldo & Edyta,Salsa,"""Ran Kan Kan""—Tito Puente",Bruno Tonioli, 4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Geraldo & Edyta'],1,3,3
2043,2043,31,Week 6: Michael Bublé Night,Jessie & Alan,Salsa,,Carrie Ann Inaba,8,41,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,"""Come Dance with Me""",,,,,,,,,,,,,,,['Jessie & Alan'],1,5,5
2043,2043,31,Week 6: Michael Bublé Night,Jessie & Alan,Salsa,,Len Goodman, 8,41,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,"""Come Dance with Me""",,,,,,,,,,,,,,,['Jessie & Alan'],1,5,5
2043,2043,31,Week 6: Michael Bublé Night,Jessie & Alan,Salsa,,Michael Bublé, 9,41,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,"""Come Dance with Me""",,,,,,,,,,,,,,,['Jessie & Alan'],1,5,5
2043,2043,31,Week 6: Michael Bublé Night,Jessie & Alan,Salsa,,Derek Hough, 8,41,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,"""Come Dance with Me""",,,,,,,,,,,,,,,['Jessie & Alan'],1,5,5
2043,2043,31,Week 6: Michael Bublé Night,Jessie & Alan,Salsa,,Bruno Tonioli, 8,41,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,"""Come Dance with Me""",,,,,,,,,,,,,,,['Jessie & Alan'],1,5,5
2044,2044,31,Week 6: Michael Bublé Night,Daniel & Britt,Foxtrot,,Carrie Ann Inaba,9,43,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,"""Feeling Good""",,,,,,,,,,,,,,,['Daniel & Britt'],1,5,5
2044,2044,31,Week 6: Michael Bublé Night,Daniel & Britt,Foxtrot,,Len Goodman, 8,43,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,"""Feeling Good""",,,,,,,,,,,,,,,['Daniel & Britt'],1,5,5
2044,2044,31,Week 6: Michael Bublé Night,Daniel & Britt,Foxtrot,,Michael Bublé, 9,43,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,"""Feeling Good""",,,,,,,,,,,,,,,['Daniel & Britt'],1,5,5
2044,2044,31,Week 6: Michael Bublé Night,Daniel & Britt,Foxtrot,,Derek Hough, 8,43,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,"""Feeling Good""",,,,,,,,,,,,,,,['Daniel & Britt'],1,5,5
2044,2044,31,Week 6: Michael Bublé Night,Daniel & Britt,Foxtrot,,Bruno Tonioli, 9,43,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,"""Feeling Good""",,,,,,,,,,,,,,,['Daniel & Britt'],1,5,5
2046,2046,26,Week 3: MVP Night (Semifinals),Mirai & Alan,Quickstep,"""BO$$""—Fifth Harmony",Carrie Ann Inaba,9,35,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mirai & Alan'],1,4,4
2046,2046,26,Week 3: MVP Night (Semifinals),Mirai & Alan,Quickstep,"""BO$$""—Fifth Harmony",David Ross, 9,35,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mirai & Alan'],1,4,4
2046,2046,26,Week 3: MVP Night (Semifinals),Mirai & Alan,Quickstep,"""BO$$""—Fifth Harmony",Len Goodman, 8,35,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mirai & Alan'],1,4,4
2046,2046,26,Week 3: MVP Night (Semifinals),Mirai & Alan,Quickstep,"""BO$$""—Fifth Harmony",Bruno Tonioli, 9,35,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mirai & Alan'],1,4,4
2047,2047,20,Week 1: Premiere Night,Robert & Kym,Cha-cha-cha,"""Bills""—LunchMoney Lewis",Carrie Ann Inaba,7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Robert & Kym'],1,4,4
2047,2047,20,Week 1: Premiere Night,Robert & Kym,Cha-cha-cha,"""Bills""—LunchMoney Lewis",Len Goodman, 7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Robert & Kym'],1,4,4
2047,2047,20,Week 1: Premiere Night,Robert & Kym,Cha-cha-cha,"""Bills""—LunchMoney Lewis",Julianne Hough, 7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Robert & Kym'],1,4,4
2047,2047,20,Week 1: Premiere Night,Robert & Kym,Cha-cha-cha,"""Bills""—LunchMoney Lewis",Bruno Tonioli, 7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Robert & Kym'],1,4,4
2048,2048,20,Week 1: Premiere Night,Riker & Allison,Jive,"""What I Like About You""—The Romantics",Carrie Ann Inaba,8,31,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2048,2048,20,Week 1: Premiere Night,Riker & Allison,Jive,"""What I Like About You""—The Romantics",Len Goodman, 7,31,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2048,2048,20,Week 1: Premiere Night,Riker & Allison,Jive,"""What I Like About You""—The Romantics",Julianne Hough, 8,31,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2048,2048,20,Week 1: Premiere Night,Riker & Allison,Jive,"""What I Like About You""—The Romantics",Bruno Tonioli, 8,31,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2049,2049,20,Week 1: Premiere Night,Charlotte & Keo,Jive,"""Shake a Tail Feather""—The Blues Brothers",Carrie Ann Inaba,6,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charlotte & Keo'],1,4,4
2049,2049,20,Week 1: Premiere Night,Charlotte & Keo,Jive,"""Shake a Tail Feather""—The Blues Brothers",Len Goodman, 5,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charlotte & Keo'],1,4,4
2049,2049,20,Week 1: Premiere Night,Charlotte & Keo,Jive,"""Shake a Tail Feather""—The Blues Brothers",Julianne Hough, 5,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charlotte & Keo'],1,4,4
2049,2049,20,Week 1: Premiere Night,Charlotte & Keo,Jive,"""Shake a Tail Feather""—The Blues Brothers",Bruno Tonioli, 6,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charlotte & Keo'],1,4,4
2050,2050,20,Week 1: Premiere Night,Patti & Artem,Foxtrot,"""Lady Marmalade""—Labelle",Carrie Ann Inaba,7,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Patti & Artem'],1,4,4
2050,2050,20,Week 1: Premiere Night,Patti & Artem,Foxtrot,"""Lady Marmalade""—Labelle",Len Goodman, 6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Patti & Artem'],1,4,4
2050,2050,20,Week 1: Premiere Night,Patti & Artem,Foxtrot,"""Lady Marmalade""—Labelle",Julianne Hough, 6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Patti & Artem'],1,4,4
2050,2050,20,Week 1: Premiere Night,Patti & Artem,Foxtrot,"""Lady Marmalade""—Labelle",Bruno Tonioli, 6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Patti & Artem'],1,4,4
2051,2051,27,Week 2: New York City Night / Vegas Night,Tinashe & Brandon,Argentine tango,"""New Dorp. New York.""—SBTRKT feat. Ezra Koenig",Carrie Ann Inaba,9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tinashe & Brandon'],1,3,3
2051,2051,27,Week 2: New York City Night / Vegas Night,Tinashe & Brandon,Argentine tango,"""New Dorp. New York.""—SBTRKT feat. Ezra Koenig",Len Goodman, 8,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tinashe & Brandon'],1,3,3
2051,2051,27,Week 2: New York City Night / Vegas Night,Tinashe & Brandon,Argentine tango,"""New Dorp. New York.""—SBTRKT feat. Ezra Koenig",Bruno Tonioli, 9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tinashe & Brandon'],1,3,3
2052,2052,27,Week 2: New York City Night / Vegas Night,Milo & Witney,Charleston,"""Living in New York City""—Robin Thicke",Carrie Ann Inaba,9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Milo & Witney'],1,3,3
2052,2052,27,Week 2: New York City Night / Vegas Night,Milo & Witney,Charleston,"""Living in New York City""—Robin Thicke",Len Goodman, 8,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Milo & Witney'],1,3,3
2052,2052,27,Week 2: New York City Night / Vegas Night,Milo & Witney,Charleston,"""Living in New York City""—Robin Thicke",Bruno Tonioli, 9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Milo & Witney'],1,3,3
2053,2053,27,Week 2: New York City Night / Vegas Night,Mary Lou & Sasha,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Sarah Bockel",Carrie Ann Inaba,8,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mary Lou & Sasha'],1,3,3
2053,2053,27,Week 2: New York City Night / Vegas Night,Mary Lou & Sasha,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Sarah Bockel",Len Goodman, 7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mary Lou & Sasha'],1,3,3
2053,2053,27,Week 2: New York City Night / Vegas Night,Mary Lou & Sasha,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Sarah Bockel",Bruno Tonioli, 7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mary Lou & Sasha'],1,3,3
2054,2054,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Quickstep,"""42nd Street""—Cherry Poppin' Daddies",Carrie Ann Inaba,9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2054,2054,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Quickstep,"""42nd Street""—Cherry Poppin' Daddies",Len Goodman, 8,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2054,2054,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Quickstep,"""42nd Street""—Cherry Poppin' Daddies",Bruno Tonioli, 9,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2055,2055,23,Week 11: Finals,Calvin & Lindsay,Jive &---Quickstep,"""Tutti Frutti""—Little Richard",Carrie Ann Inaba,10,40,Third place,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Calvin & Lindsay'],1,4,4
2055,2055,23,Week 11: Finals,Calvin & Lindsay,Jive &---Quickstep,"""Tutti Frutti""—Little Richard",Len Goodman, 10,40,Third place,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Calvin & Lindsay'],1,4,4
2055,2055,23,Week 11: Finals,Calvin & Lindsay,Jive &---Quickstep,"""Tutti Frutti""—Little Richard",Julianne Hough, 10,40,Third place,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Calvin & Lindsay'],1,4,4
2055,2055,23,Week 11: Finals,Calvin & Lindsay,Jive &---Quickstep,"""Tutti Frutti""—Little Richard",Bruno Tonioli, 10,40,Third place,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Calvin & Lindsay'],1,4,4
2056,2056,23,Week 11: Finals,Laurie & Val,Foxtrot &---Argentine tango,"""We Are the Ones""—Myon",Carrie Ann Inaba,10,40,Winners,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Laurie & Val'],1,4,4
2056,2056,23,Week 11: Finals,Laurie & Val,Foxtrot &---Argentine tango,"""We Are the Ones""—Myon",Len Goodman, 10,40,Winners,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Laurie & Val'],1,4,4
2056,2056,23,Week 11: Finals,Laurie & Val,Foxtrot &---Argentine tango,"""We Are the Ones""—Myon",Julianne Hough, 10,40,Winners,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Laurie & Val'],1,4,4
2056,2056,23,Week 11: Finals,Laurie & Val,Foxtrot &---Argentine tango,"""We Are the Ones""—Myon",Bruno Tonioli, 10,40,Winners,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Laurie & Val'],1,4,4
2057,2057,30,Week 6: Horror Night,Melora & Artem,Jive,"""Hound Dog""—Elvis Presley",Carrie Ann Inaba,8,34,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Cujo,,,,,,,,,,,,,,['Melora & Artem'],1,4,4
2057,2057,30,Week 6: Horror Night,Melora & Artem,Jive,"""Hound Dog""—Elvis Presley",Len Goodman, 9,34,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Cujo,,,,,,,,,,,,,,['Melora & Artem'],1,4,4
2057,2057,30,Week 6: Horror Night,Melora & Artem,Jive,"""Hound Dog""—Elvis Presley",Derek Hough, 8,34,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Cujo,,,,,,,,,,,,,,['Melora & Artem'],1,4,4
2057,2057,30,Week 6: Horror Night,Melora & Artem,Jive,"""Hound Dog""—Elvis Presley",Bruno Tonioli, 9,34,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Cujo,,,,,,,,,,,,,,['Melora & Artem'],1,4,4
2058,2058,29,Week 5: '80s Night,Vernon & Peta,Tango,"""Livin' on a Prayer""—Bon Jovi",Carrie Ann Inaba,7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Vernon & Peta'],1,3,3
2058,2058,29,Week 5: '80s Night,Vernon & Peta,Tango,"""Livin' on a Prayer""—Bon Jovi",Derek Hough, 7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Vernon & Peta'],1,3,3
2058,2058,29,Week 5: '80s Night,Vernon & Peta,Tango,"""Livin' on a Prayer""—Bon Jovi",Bruno Tonioli, 7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Vernon & Peta'],1,3,3
2059,2059,29,Week 5: '80s Night,Kaitlyn & Artem,Tango,"""I Think We're Alone Now""—Tiffany",Carrie Ann Inaba,9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kaitlyn & Artem'],1,3,3
2059,2059,29,Week 5: '80s Night,Kaitlyn & Artem,Tango,"""I Think We're Alone Now""—Tiffany",Derek Hough, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kaitlyn & Artem'],1,3,3
2059,2059,29,Week 5: '80s Night,Kaitlyn & Artem,Tango,"""I Think We're Alone Now""—Tiffany",Bruno Tonioli, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kaitlyn & Artem'],1,3,3
2060,2060,28,Week 3: Movie Night,Hannah & Alan,Rumba,"""Hold On""—Wilson Phillips",Carrie Ann Inaba,7,21,Safe,single_score,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2060,2060,28,Week 3: Movie Night,Hannah & Alan,Rumba,"""Hold On""—Wilson Phillips",Len Goodman, 7,21,Safe,single_score,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2060,2060,28,Week 3: Movie Night,Hannah & Alan,Rumba,"""Hold On""—Wilson Phillips",Bruno Tonioli, 7,21,Safe,single_score,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2061,2061,28,Week 3: Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""—Elton John",Carrie Ann Inaba,5,16,Safe,single_score,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Karamo & Jenna'],1,3,3
2061,2061,28,Week 3: Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""—Elton John",Len Goodman, 5,16,Safe,single_score,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Karamo & Jenna'],1,3,3
2061,2061,28,Week 3: Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""—Elton John",Bruno Tonioli, 6,16,Safe,single_score,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Karamo & Jenna'],1,3,3
2062,2062,28,Week 3: Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""—Selena",Carrie Ann Inaba,8,24,Safe,single_score,Selena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2062,2062,28,Week 3: Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""—Selena",Len Goodman, 8,24,Safe,single_score,Selena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2062,2062,28,Week 3: Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""—Selena",Bruno Tonioli, 8,24,Safe,single_score,Selena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2063,2063,21,Week 1: Premiere Night,Alek & Lindsay,Foxtrot,"""Ten Feet Tall""—Afrojack feat. Wrabel",Carrie Ann Inaba,8,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alek & Lindsay'],1,3,3
2063,2063,21,Week 1: Premiere Night,Alek & Lindsay,Foxtrot,"""Ten Feet Tall""—Afrojack feat. Wrabel",Julianne Hough, 7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alek & Lindsay'],1,3,3
2063,2063,21,Week 1: Premiere Night,Alek & Lindsay,Foxtrot,"""Ten Feet Tall""—Afrojack feat. Wrabel",Bruno Tonioli, 7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alek & Lindsay'],1,3,3
